number,flag,text
500743,0,Killing your own teammates can result in expulsion from your faction.
500744,0,You will not be able to change factions for one hour.
500745,0,You may resign by saying 'I resign from my faction'
500746,0,Canceled teleportation.
500747,0,You cannot currently join this faction because it is too full.  Perhaps try another faction or try again later to join this faction.
500748,0,You are already on this faction.
500749,0,You cannot join this faction within one hour of joining or resigning from another faction.
500750,0,You must be a part of this faction in order to ressurect here.
500751,0,Try holding a knife...
500752,0,BULLSEYE! 50 Points!
500753,0,Just missed the center! 20 points.
500754,0,10 point shot.
500755,0,5 pointer.
500756,0,1 point.  Bad throw.
500757,0,Missed.
500758,0,Select object to debug:
500759,0,"The brazier fizzes and pops, but nothing seems to happen."
500760,0,"The brazier fizzes and pops, but nothing seems to happen."
500761,0,"Heed this warning well, and use this brazier at your own peril."
500762,0,This chest seems to be locked.
500763,0,CLICK
500764,0,RECLICK
500765,0,BUG - NOT TELEPORTING
500766,0,Disarmed
500767,0,Reloaded
500768,0,"Thou shant not fear, the dangers near, sword, mind and nimble feet shall clear."
500769,0,"A warrior in thee, I see, for the depths of this place should challenge thee."
500770,0,"Strong of mind, must bind, the tricks of the depths that ye shall find."
500771,0,"Nimble of feet, thou shall defeat, what traps of the depths ye mayhaps meet."
500772,0,"The dangers one must decide, they do reside, and fear might be thy only guide."
500773,0,"Crying shame, 'twas but a game, only thee might uncover the philosopher's name."
500774,0,"'Tis but a shame, the secret remains, in the depths of this deep and dark domain."
500775,0,"Fear thee well,"
500776,0,"Thou canst not tell,"
500777,0,"What beast shall feast,"
500778,0,Once thou hast fell.
500779,0,"Strength in thy arm,"
500780,0,"Swift in thy feet,"
500781,0,"Thy mind shant not flee,"
500782,0,"Your fate doth swirl, I canst not see."
500783,0,"Your fate doth swirl, I canst not see."
500784,0,Disarming
500785,0,Reloading
500786,0,Disarmed
500787,0,Reloaded
500788,0,This door appears to be locked.
500789,0,SOUND EFFECT
500790,0,SOUND EFFECT
500791,0,returning
500792,0,An overwhelming stench churns your stomach.
500793,0,Found floortile already present
500794,0,Your counselor status has been removed.
500795,0,without renewing until your counselor status is removed.
500796,0,"To continue being a Counselor, please re-apply to the web page"
500797,0,under Help and Guidance / Playguide / Counselors.
500798,0,"Enter OBJ_NUM, (X, Y) (X, Y)"
500799,0,Object Deletion cancelled.
500800,0,Format for operations area incorrect.
500801,0,A sense of warmth fills your body!
500802,0,A feeling of power surges through your veins!
500803,0,You feel as though you've slept for days!
500804,0,A sense of warmth fills your body!
500805,0,A feeling of power surges through your veins!
500806,0,You feel as though you've slept for days!
500807,0,You feel completely rejuvinated!
500808,0,You have the object variable I'm looking for.
500809,0,transTo was not valid
500810,0,No Trap Location Variable.
500811,0,No Trap Location Variable.
500812,0,say 'x1 y1 x2 y2' to use this
500813,0,[trapped]
500814,0,You have been revealed!
500815,0,You detect that some rest is in order.
500816,0,You have been revealed!
500817,0,You can see nothing hidden there.
500818,0,You find nothing else in your house.
500819,0,Where will you search?
500820,0,Someone else is already using those dice.
500821,0,This door appears to be locked.
500822,0,Checking burners.
500823,0,Not fired up.
500824,0,Already fired up.
500825,0,Fueled up.
500826,0,No fuel.
500827,0,Target at close range.
500828,0,Target at long range.
500829,0,Preparing to breathe.
500830,0,Darn! Missed you!
500831,0,Eat fiery death!
500832,0,Causing damage.
500833,0,Finished causing damage.
500834,0,Gotcha!
500835,0,Causing damage.
500836,0,Finished causing damage.
500837,0,Fill from what?
500838,0,You cannot fill a trashcan with liquid!
500839,0,You cannot fill a ticket barrel with liquid!
500840,0,Can't pour that in there.
500841,0,That has something in it.
500842,0,Can't pour that in there.
500843,0,used water on flour
500844,0,You make some dough and put it in your backpack
500845,0,No flour left.
500846,0,Can't pour it there.
500847,0,Can't pour it there.
500848,0,Couldn't pour it there.  It was already full.
500849,0,*hic*
500850,0,You feel sober.
500851,0,[trapped]
500852,0,You stepped onto a spike trap!
500853,0,You stepped onto a blade trap!
500854,0,You take damage from an exploding mushroom!
500855,0,You are enveloped by a noxious gas cloud!
500856,0,Select the dye tub to use the dyes on.
500857,0,Use that on a dye tub.
500858,0,You used up the dye.
500859,0,Select the clothing to dye.
500860,0,That is not accessible.
500861,0,Can't Dye clothing that is being worn.
500862,0,Select the clothing to dye.
500863,0,This region has been activated.
500864,0,This region has been deactivated.
500865,0,Changes will not take effect until the region is deactivated and then reactivated.
500866,0,"You can't eat that, it belongs to someone else."
500867,0,You are simply too full to eat any more!
500868,0,"You eat the food, but are still extremely hungry."
500869,0,"You eat the food, and begin to feel more satiated."
500870,0,"After eating the food, you feel much less hungry."
500871,0,You feel quite full after consuming the food.
500872,0,"You manage to eat the food, but you are stuffed!"
500873,0,Whom do you wish to entice?
500874,0,What instrument shall you play?
500875,0,You cannot do that at such a distance!
500876,0,You can't see that.
500877,0,That is not a musical instrument.
500878,0,Whom do you wish to entice?
500879,0,You cannot entice that!
500880,0,You cannot entice yourself!
500881,0,The instrument turns quiet.
500882,0,"You hear lovely music, and for a moment are drawn towards it."
500883,0,Your music fails to attract them.
500884,0,"You hear lovely music, and are drawn towards it..."
500885,0,What am I hearing?
500886,0,"You play your hypnotic music, luring them near."
500887,0,They look too dedicated to their job to be lured away.
500888,0,They look too dedicated to their job to be lured away.
500889,0,You might have better luck with sweet words.
500890,0,"Oh, but I cannot wander too far from my shop!"
500891,0,"Hmm, I can't find that lovely music..."
500892,0,They seem unable to reach you.
500893,0,It was you playing that lovely music!
500894,0,That sounded spooky.
500895,0,That sounded spooky.
500896,0,I see you already have an escort.
500897,0,I am already being led!
500898,0,"I am sorry, but I do not wish to go anywhere."
500899,0,I am already being led!
500900,0,"I am sorry, but I do not wish to go anywhere."
500901,0,Ack!  My escort has come to haunt me!
500902,0,My escort seems to have abandoned me!
500903,0,adding quantity
500904,0,"I fear that I lied about a reward, however. I lack any funds."
500905,0,gave item
500906,0,What would you like to evaluate?
500907,0,He looks smart enough to remember the news.  Ask him about it.
500908,0,"It looks smarter than a rock, but dumber than a piece of wood."
500909,0,That person could probably calculate the cost of what you buy from them.
500910,0,"Hmm, that person looks really silly."
500911,0,You can't focus your mind to evaluate right now.
500912,0,You have recovered from the impure life force absorbtion.
500913,0,The life force of this victim was not pure.  You stumble back in pain.
500914,0,Whom do you wish to apply the bandages to?
500915,0,You can't heal that!
500916,0,"You apply the bandages, but they do not seem to do any good."
500917,0,Script is Done!!
500918,0,Target cannot be seen.
500919,0,Am I on the ground?
500920,0,Not on ground!
500921,0,Am I at home?
500922,0,Not at home!
500923,0,Now checking for mage region...
500924,0,"In the mage shop, all right."
500925,0,Filling chest now...
500926,0,Got room...
500927,0,Adding item...
500928,0,This is a GM only tool.
500929,0,Enter a search command:
500930,0,This is a GM only tool.
500931,0,Invalid mobile
500932,0,Enter the guild abbreviation to look for.
500933,0,Enter the stack threshold number.
500934,0,Starting to execute script to find items on multis...
500935,0,Script is Done!!
500936,0,This is a GM only tool.
500937,0,Enter a search command:
500938,0,This is a GM only tool.
500939,0,Invalid mobile
500940,0,All mobiles were in valid positions (for flying creatures)
500941,0,entered range
500942,0,LOP
500943,0,losing hps
500944,0,IM HIT!
500945,0,HAHA it didnt work
500946,0,You cannot cast this in town!
500947,0,Target cannot be seen.
500948,0,Who will you use the bandages on?
500949,0,You can't do that when you're dead.
500950,0,You cannot see that.
500951,0,You cannot heal that.
500952,0,"As a young player, you may not use beneficial skills on older players."
500953,0,That is too far away.
500954,0,That creature may only be healed through magical means.
500955,0,That being is not damaged!
500956,0,You begin applying the bandages.
